"Data_Source","Sample_ID","Pathology","Gender","Super_Population","Population"
"1000 Genomes","HG02727","Control","Male","SAS","PJL"
"1000 Genomes","HG02728","Control","Female","SAS","PJL"
"1000 Genomes","HG02731","Control","Female","SAS","PJL"
"1000 Genomes","HG02733","Control","Male","SAS","PJL"
"1000 Genomes","HG02734","Control","Female","SAS","PJL"
"1000 Genomes","HG02736","Control","Male","SAS","PJL"
"1000 Genomes","HG02737","Control","Female","SAS","PJL"
"1000 Genomes","HG02774","Control","Male","SAS","PJL"
"1000 Genomes","HG02775","Control","Female","SAS","PJL"
"1000 Genomes","HG02778","Control","Female","SAS","PJL"
"1000 Genomes","HG02780","Control","Male","SAS","PJL"
"1000 Genomes","HG02783","Control","Male","SAS","PJL"
"1000 Genomes","HG02784","Control","Female","SAS","PJL"
"1000 Genomes","HG02786","Control","Male","SAS","PJL"
"1000 Genomes","HG02787","Control","Female","SAS","PJL"
"1000 Genomes","HG02789","Control","Male","SAS","PJL"
"1000 Genomes","HG02790","Control","Female","SAS","PJL"
"1000 Genomes","HG02792","Control","Male","SAS","PJL"
"1000 Genomes","HG02793","Control","Female","SAS","PJL"
"1000 Genomes","HG03015","Control","Male","SAS","PJL"
"1000 Genomes","HG03016","Control","Female","SAS","PJL"
"1000 Genomes","HG03018","Control","Male","SAS","PJL"
"1000 Genomes","HG03019","Control","Female","SAS","PJL"
"1000 Genomes","HG03021","Control","Male","SAS","PJL"
"1000 Genomes","HG03228","Control","Male","SAS","PJL"
"1000 Genomes","HG03229","Control","Female","SAS","PJL"
"1000 Genomes","HG03234","Control","Male","SAS","PJL"
"1000 Genomes","HG03235","Control","Female","SAS","PJL"
"1000 Genomes","HG03237","Control","Male","SAS","PJL"
"1000 Genomes","HG03238","Control","Female","SAS","PJL"
"1000 Genomes","HG03488","Control","Female","SAS","PJL"
"1000 Genomes","HG03490","Control","Male","SAS","PJL"
"1000 Genomes","HG03491","Control","Female","SAS","PJL"
"1000 Genomes","HG03619","Control","Female","SAS","PJL"
"1000 Genomes","HG03624","Control","Male","SAS","PJL"
"1000 Genomes","HG03625","Control","Female","SAS","PJL"
"1000 Genomes","HG03629","Control","Male","SAS","PJL"
"1000 Genomes","HG03631","Control","Female","SAS","PJL"
"1000 Genomes","HG03634","Control","Female","SAS","PJL"
"1000 Genomes","HG03636","Control","Male","SAS","PJL"
"1000 Genomes","HG03640","Control","Female","SAS","PJL"
"1000 Genomes","HG03649","Control","Male","SAS","PJL"
"1000 Genomes","HG03652","Control","Male","SAS","PJL"
"1000 Genomes","HG03653","Control","Female","SAS","PJL"
"1000 Genomes","HG03660","Control","Male","SAS","PJL"
"1000 Genomes","HG03663","Control","Male","SAS","PJL"
"1000 Genomes","HG03667","Control","Male","SAS","PJL"
"1000 Genomes","HG03668","Control","Female","SAS","PJL"
"1000 Genomes","HG03702","Control","Male","SAS","PJL"
"1000 Genomes","HG03703","Control","Female","SAS","PJL"
"1000 Genomes","HG03705","Control","Male","SAS","PJL"
"1000 Genomes","HG03706","Control","Female","SAS","PJL"
"1000 Genomes","HG03708","Control","Male","SAS","PJL"
"1000 Genomes","HG03709","Control","Female","SAS","PJL"
"1000 Genomes","HG03762","Control","Female","SAS","PJL"
"1000 Genomes","HG03765","Control","Female","SAS","PJL"
"1000 Genomes","HG03767","Control","Male","SAS","PJL"
"1000 Genomes","HG00551","Control","Female","AMR","PUR"
"1000 Genomes","HG01075","Control","Male","AMR","PUR"
"1000 Genomes","HG00553","Control","Male","AMR","PUR"
"1000 Genomes","HG00554","Control","Female","AMR","PUR"
"1000 Genomes","HG00637","Control","Male","AMR","PUR"
"1000 Genomes","HG00638","Control","Female","AMR","PUR"
"1000 Genomes","HG00640","Control","Male","AMR","PUR"
"1000 Genomes","HG00641","Control","Female","AMR","PUR"
"1000 Genomes","HG00731","Control","Male","AMR","PUR"
"1000 Genomes","HG00732","Control","Female","AMR","PUR"
"1000 Genomes","HG00734","Control","Female","AMR","PUR"
"1000 Genomes","HG01047","Control","Male","AMR","PUR"
"1000 Genomes","HG00736","Control","Male","AMR","PUR"
"1000 Genomes","HG00737","Control","Female","AMR","PUR"
"1000 Genomes","HG01048","Control","Male","AMR","PUR"
"1000 Genomes","HG01049","Control","Female","AMR","PUR"
"1000 Genomes","HG00739","Control","Male","AMR","PUR"
"1000 Genomes","HG00740","Control","Female","AMR","PUR"
"1000 Genomes","HG00742","Control","Male","AMR","PUR"
"1000 Genomes","HG00743","Control","Female","AMR","PUR"
"1000 Genomes","HG01051","Control","Male","AMR","PUR"
"1000 Genomes","HG01052","Control","Female","AMR","PUR"
"1000 Genomes","HG01054","Control","Male","AMR","PUR"
"1000 Genomes","HG01055","Control","Female","AMR","PUR"
"1000 Genomes","HG01058","Control","Female","AMR","PUR"
"1000 Genomes","HG01060","Control","Male","AMR","PUR"
"1000 Genomes","HG01061","Control","Female","AMR","PUR"
"1000 Genomes","HG01063","Control","Male","AMR","PUR"
"1000 Genomes","HG01064","Control","Female","AMR","PUR"
"1000 Genomes","HG01066","Control","Male","AMR","PUR"
"1000 Genomes","HG01067","Control","Female","AMR","PUR"
"1000 Genomes","HG01069","Control","Male","AMR","PUR"
"1000 Genomes","HG01070","Control","Female","AMR","PUR"
"1000 Genomes","HG01072","Control","Male","AMR","PUR"
"1000 Genomes","HG01073","Control","Female","AMR","PUR"
"1000 Genomes","HG01101","Control","Male","AMR","PUR"
"1000 Genomes","HG01102","Control","Female","AMR","PUR"
"1000 Genomes","HG01077","Control","Female","AMR","PUR"
"1000 Genomes","HG01079","Control","Male","AMR","PUR"
"1000 Genomes","HG01080","Control","Female","AMR","PUR"
"1000 Genomes","HG01241","Control","Male","AMR","PUR"
"1000 Genomes","HG01242","Control","Female","AMR","PUR"
"1000 Genomes","HG01170","Control","Male","AMR","PUR"
"1000 Genomes","HG01171","Control","Female","AMR","PUR"
"1000 Genomes","HG01104","Control","Male","AMR","PUR"
"1000 Genomes","HG01105","Control","Female","AMR","PUR"
"1000 Genomes","HG01085","Control","Male","AMR","PUR"
"1000 Genomes","HG01086","Control","Female","AMR","PUR"
"1000 Genomes","HG01088","Control","Male","AMR","PUR"
"1000 Genomes","HG01089","Control","Female","AMR","PUR"
"1000 Genomes","HG01082","Control","Male","AMR","PUR"
"1000 Genomes","HG01083","Control","Female","AMR","PUR"
"1000 Genomes","HG01094","Control","Male","AMR","PUR"
"1000 Genomes","HG01095","Control","Female","AMR","PUR"
"1000 Genomes","HG01092","Control","Female","AMR","PUR"
"1000 Genomes","HG01097","Control","Male","AMR","PUR"
"1000 Genomes","HG01098","Control","Female","AMR","PUR"
"1000 Genomes","HG01247","Control","Male","AMR","PUR"
"1000 Genomes","HG01248","Control","Female","AMR","PUR"
"1000 Genomes","HG01107","Control","Male","AMR","PUR"
"1000 Genomes","HG01108","Control","Female","AMR","PUR"
"1000 Genomes","HG01110","Control","Male","AMR","PUR"
"1000 Genomes","HG01111","Control","Female","AMR","PUR"
"1000 Genomes","HG01161","Control","Male","AMR","PUR"
"1000 Genomes","HG01162","Control","Female","AMR","PUR"
"1000 Genomes","HG01173","Control","Male","AMR","PUR"
"1000 Genomes","HG01174","Control","Female","AMR","PUR"
"1000 Genomes","HG01164","Control","Male","AMR","PUR"
"1000 Genomes","HG01187","Control","Male","AMR","PUR"
"1000 Genomes","HG01188","Control","Female","AMR","PUR"
"1000 Genomes","HG01167","Control","Male","AMR","PUR"
"1000 Genomes","HG01168","Control","Female","AMR","PUR"
"1000 Genomes","HG01190","Control","Male","AMR","PUR"
"1000 Genomes","HG01191","Control","Female","AMR","PUR"
"1000 Genomes","HG01176","Control","Male","AMR","PUR"
"1000 Genomes","HG01177","Control","Female","AMR","PUR"
"1000 Genomes","HG01182","Control","Male","AMR","PUR"
"1000 Genomes","HG01183","Control","Female","AMR","PUR"
"1000 Genomes","HG01197","Control","Male","AMR","PUR"
"1000 Genomes","HG01198","Control","Female","AMR","PUR"
"1000 Genomes","HG01200","Control","Male","AMR","PUR"
"1000 Genomes","HG01204","Control","Male","AMR","PUR"
"1000 Genomes","HG01205","Control","Female","AMR","PUR"
"1000 Genomes","HG01286","Control","Male","AMR","PUR"
"1000 Genomes","HG01302","Control","Male","AMR","PUR"
"1000 Genomes","HG01303","Control","Female","AMR","PUR"
"1000 Genomes","HG01305","Control","Male","AMR","PUR"
"1000 Genomes","HG01308","Control","Male","AMR","PUR"
"1000 Genomes","HG01311","Control","Male","AMR","PUR"
"1000 Genomes","HG01312","Control","Female","AMR","PUR"
"1000 Genomes","HG01323","Control","Female","AMR","PUR"
"1000 Genomes","HG01325","Control","Male","AMR","PUR"
"1000 Genomes","HG01326","Control","Female","AMR","PUR"
"1000 Genomes","HG01392","Control","Male","AMR","PUR"
"1000 Genomes","HG01393","Control","Female","AMR","PUR"
"1000 Genomes","HG01395","Control","Male","AMR","PUR"
"1000 Genomes","HG01396","Control","Female","AMR","PUR"
"1000 Genomes","HG01398","Control","Male","AMR","PUR"
"1000 Genomes","HG01402","Control","Male","AMR","PUR"
"1000 Genomes","HG01403","Control","Female","AMR","PUR"
"1000 Genomes","HG01405","Control","Male","AMR","PUR"
"1000 Genomes","HG01412","Control","Male","AMR","PUR"
"1000 Genomes","HG01413","Control","Male","AMR","PUR"
"1000 Genomes","HG01414","Control","Female","AMR","PUR"
"1000 Genomes","HG03646","Control","Male","SAS","STU"
"1000 Genomes","HG03645","Control","Female","SAS","STU"
"1000 Genomes","HG03643","Control","Female","SAS","STU"
"1000 Genomes","HG03644","Control","Male","SAS","STU"
"1000 Genomes","HG03642","Control","Female","SAS","STU"
"1000 Genomes","HG03679","Control","Male","SAS","STU"
"1000 Genomes","HG03999","Control","Male","SAS","STU"
"1000 Genomes","HG03672","Control","Male","SAS","STU"
"1000 Genomes","HG03680","Control","Male","SAS","STU"
"1000 Genomes","HG03673","Control","Female","SAS","STU"
"1000 Genomes","HG03681","Control","Male","SAS","STU"
"1000 Genomes","HG03684","Control","Female","SAS","STU"
"1000 Genomes","HG03685","Control","Male","SAS","STU"
"1000 Genomes","HG03951","Control","Female","SAS","STU"
"1000 Genomes","HG03686","Control","Male","SAS","STU"
"1000 Genomes","HG03687","Control","Male","SAS","STU"
"1000 Genomes","HG03885","Control","Male","SAS","STU"
"1000 Genomes","HG03886","Control","Female","SAS","STU"
"1000 Genomes","HG03689","Control","Female","SAS","STU"
"1000 Genomes","HG03690","Control","Female","SAS","STU"
"1000 Genomes","HG03691","Control","Male","SAS","STU"
"1000 Genomes","HG03692","Control","Female","SAS","STU"
"1000 Genomes","HG03693","Control","Male","SAS","STU"
"1000 Genomes","HG03995","Control","Female","SAS","STU"
"1000 Genomes","HG03694","Control","Male","SAS","STU"
"1000 Genomes","HG03695","Control","Male","SAS","STU"
"1000 Genomes","HG03696","Control","Male","SAS","STU"
"1000 Genomes","HG03697","Control","Male","SAS","STU"
"1000 Genomes","HG03698","Control","Female","SAS","STU"
"1000 Genomes","HG03711","Control","Male","SAS","STU"
"1000 Genomes","HG03740","Control","Male","SAS","STU"
"1000 Genomes","HG03741","Control","Female","SAS","STU"
"1000 Genomes","HG03884","Control","Female","SAS","STU"
"1000 Genomes","HG03733","Control","Female","SAS","STU"
"1000 Genomes","HG03736","Control","Female","SAS","STU"
"1000 Genomes","HG03738","Control","Male","SAS","STU"
"1000 Genomes","HG03743","Control","Male","SAS","STU"
"1000 Genomes","HG03757","Control","Female","SAS","STU"
"1000 Genomes","HG03744","Control","Male","SAS","STU"
"1000 Genomes","HG03745","Control","Male","SAS","STU"
"1000 Genomes","HG03746","Control","Male","SAS","STU"
"1000 Genomes","HG03888","Control","Female","SAS","STU"
"1000 Genomes","HG03750","Control","Male","SAS","STU"
"1000 Genomes","HG03754","Control","Female","SAS","STU"
"1000 Genomes","HG03755","Control","Male","SAS","STU"
"1000 Genomes","HG03756","Control","Female","SAS","STU"
"1000 Genomes","HG03752","Control","Female","SAS","STU"
"1000 Genomes","HG03753","Control","Male","SAS","STU"
"1000 Genomes","HG03760","Control","Female","SAS","STU"
"1000 Genomes","HG03836","Control","Female","SAS","STU"
"1000 Genomes","HG03844","Control","Male","SAS","STU"
"1000 Genomes","HG04033","Control","Male","SAS","STU"
"1000 Genomes","HG03838","Control","Female","SAS","STU"
"1000 Genomes","HG04006","Control","Male","SAS","STU"
"1000 Genomes","HG03837","Control","Male","SAS","STU"
"1000 Genomes","HG03846","Control","Male","SAS","STU"
"1000 Genomes","HG03849","Control","Female","SAS","STU"
"1000 Genomes","HG03850","Control","Male","SAS","STU"
"1000 Genomes","HG03848","Control","Male","SAS","STU"
"1000 Genomes","HG03851","Control","Male","SAS","STU"
"1000 Genomes","HG03858","Control","Female","SAS","STU"
"1000 Genomes","HG03950","Control","Male","SAS","STU"
"1000 Genomes","HG03857","Control","Female","SAS","STU"
"1000 Genomes","HG03856","Control","Male","SAS","STU"
"1000 Genomes","HG03854","Control","Male","SAS","STU"
"1000 Genomes","HG04035","Control","Female","SAS","STU"
"1000 Genomes","HG03887","Control","Male","SAS","STU"
"1000 Genomes","HG03986","Control","Female","SAS","STU"
"1000 Genomes","HG03895","Control","Female","SAS","STU"
"1000 Genomes","HG03890","Control","Male","SAS","STU"
"1000 Genomes","HG03894","Control","Female","SAS","STU"
"1000 Genomes","HG03896","Control","Male","SAS","STU"
"1000 Genomes","HG03898","Control","Female","SAS","STU"
"1000 Genomes","HG03899","Control","Male","SAS","STU"
"1000 Genomes","HG03897","Control","Female","SAS","STU"
"1000 Genomes","HG03900","Control","Male","SAS","STU"
"1000 Genomes","HG03943","Control","Male","SAS","STU"
"1000 Genomes","HG03944","Control","Female","SAS","STU"
"1000 Genomes","HG03945","Control","Female","SAS","STU"
"1000 Genomes","HG03947","Control","Female","SAS","STU"
"1000 Genomes","HG03955","Control","Female","SAS","STU"
"1000 Genomes","HG03953","Control","Male","SAS","STU"
"1000 Genomes","HG03949","Control","Female","SAS","STU"
"1000 Genomes","HG03990","Control","Male","SAS","STU"
"1000 Genomes","HG03991","Control","Male","SAS","STU"
"1000 Genomes","HG03985","Control","Male","SAS","STU"
"1000 Genomes","HG03989","Control","Female","SAS","STU"
"1000 Genomes","HG03998","Control","Male","SAS","STU"
"1000 Genomes","HG04003","Control","Male","SAS","STU"
"1000 Genomes","HG04029","Control","Female","SAS","STU"
"1000 Genomes","HG04038","Control","Female","SAS","STU"
"1000 Genomes","HG04042","Control","Female","SAS","STU"
"1000 Genomes","HG04039","Control","Male","SAS","STU"
"1000 Genomes","HG04047","Control","Female","SAS","STU"
"1000 Genomes","HG04106","Control","Female","SAS","STU"
"1000 Genomes","HG04107","Control","Male","SAS","STU"
"1000 Genomes","HG04210","Control","Male","SAS","STU"
"1000 Genomes","HG04075","Control","Female","SAS","STU"
"1000 Genomes","HG04099","Control","Female","SAS","STU"
"1000 Genomes","HG04100","Control","Male","SAS","STU"
"1000 Genomes","HG04227","Control","Female","SAS","STU"
"1000 Genomes","HG04229","Control","Male","SAS","STU"
"1000 Genomes","NA20502","Control","Female","EUR","TSI"
"1000 Genomes","NA20503","Control","Female","EUR","TSI"
"1000 Genomes","NA20504","Control","Female","EUR","TSI"
"1000 Genomes","NA20505","Control","Female","EUR","TSI"
"1000 Genomes","NA20506","Control","Female","EUR","TSI"
"1000 Genomes","NA20507","Control","Female","EUR","TSI"
"1000 Genomes","NA20508","Control","Female","EUR","TSI"
"1000 Genomes","NA20509","Control","Male","EUR","TSI"
"1000 Genomes","NA20510","Control","Male","EUR","TSI"
"1000 Genomes","NA20511","Control","Male","EUR","TSI"
"1000 Genomes","NA20512","Control","Male","EUR","TSI"
"1000 Genomes","NA20513","Control","Male","EUR","TSI"
"1000 Genomes","NA20514","Control","Female","EUR","TSI"
"1000 Genomes","NA20515","Control","Male","EUR","TSI"
"1000 Genomes","NA20516","Control","Male","EUR","TSI"
"1000 Genomes","NA20517","Control","Female","EUR","TSI"
"1000 Genomes","NA20518","Control","Male","EUR","TSI"
"1000 Genomes","NA20519","Control","Male","EUR","TSI"
"1000 Genomes","NA20520","Control","Male","EUR","TSI"
"1000 Genomes","NA20521","Control","Male","EUR","TSI"
"1000 Genomes","NA20522","Control","Female","EUR","TSI"
"1000 Genomes","NA20524","Control","Male","EUR","TSI"
"1000 Genomes","NA20525","Control","Male","EUR","TSI"
"1000 Genomes","NA20527","Control","Male","EUR","TSI"
"1000 Genomes","NA20528","Control","Male","EUR","TSI"
"1000 Genomes","NA20529","Control","Female","EUR","TSI"
"1000 Genomes","NA20530","Control","Female","EUR","TSI"
"1000 Genomes","NA20531","Control","Female","EUR","TSI"
"1000 Genomes","NA20532","Control","Male","EUR","TSI"
"1000 Genomes","NA20533","Control","Female","EUR","TSI"
"1000 Genomes","NA20534","Control","Male","EUR","TSI"
"1000 Genomes","NA20535","Control","Female","EUR","TSI"
"1000 Genomes","NA20536","Control","Male","EUR","TSI"
"1000 Genomes","NA20538","Control","Male","EUR","TSI"
"1000 Genomes","NA20539","Control","Male","EUR","TSI"
"1000 Genomes","NA20540","Control","Female","EUR","TSI"
"1000 Genomes","NA20541","Control","Female","EUR","TSI"
"1000 Genomes","NA20542","Control","Female","EUR","TSI"
"1000 Genomes","NA20543","Control","Male","EUR","TSI"
"1000 Genomes","NA20544","Control","Male","EUR","TSI"
"1000 Genomes","NA20581","Control","Male","EUR","TSI"
"1000 Genomes","NA20582","Control","Female","EUR","TSI"
"1000 Genomes","NA20585","Control","Female","EUR","TSI"
"1000 Genomes","NA20586","Control","Male","EUR","TSI"
"1000 Genomes","NA20587","Control","Female","EUR","TSI"
"1000 Genomes","NA20588","Control","Male","EUR","TSI"
"1000 Genomes","NA20589","Control","Female","EUR","TSI"
"1000 Genomes","NA20752","Control","Male","EUR","TSI"
"1000 Genomes","NA20753","Control","Female","EUR","TSI"
"1000 Genomes","NA20754","Control","Male","EUR","TSI"
"1000 Genomes","NA20755","Control","Male","EUR","TSI"
"1000 Genomes","NA20756","Control","Female","EUR","TSI"
"1000 Genomes","NA20757","Control","Female","EUR","TSI"
"1000 Genomes","NA20758","Control","Male","EUR","TSI"
"1000 Genomes","NA20759","Control","Male","EUR","TSI"
"1000 Genomes","NA20760","Control","Female","EUR","TSI"
"1000 Genomes","NA20761","Control","Female","EUR","TSI"
"1000 Genomes","NA20762","Control","Male","EUR","TSI"
"1000 Genomes","NA20763","Control","Male","EUR","TSI"
"1000 Genomes","NA20764","Control","Female","EUR","TSI"
"1000 Genomes","NA20765","Control","Male","EUR","TSI"
"1000 Genomes","NA20766","Control","Female","EUR","TSI"
"1000 Genomes","NA20767","Control","Male","EUR","TSI"
"1000 Genomes","NA20768","Control","Female","EUR","TSI"
"1000 Genomes","NA20769","Control","Female","EUR","TSI"
"1000 Genomes","NA20770","Control","Male","EUR","TSI"
"1000 Genomes","NA20771","Control","Female","EUR","TSI"
"1000 Genomes","NA20772","Control","Female","EUR","TSI"
"1000 Genomes","NA20773","Control","Female","EUR","TSI"
"1000 Genomes","NA20774","Control","Female","EUR","TSI"
"1000 Genomes","NA20775","Control","Female","EUR","TSI"
"1000 Genomes","NA20778","Control","Male","EUR","TSI"
"1000 Genomes","NA20783","Control","Male","EUR","TSI"
"1000 Genomes","NA20785","Control","Male","EUR","TSI"
"1000 Genomes","NA20786","Control","Female","EUR","TSI"
"1000 Genomes","NA20787","Control","Male","EUR","TSI"
"1000 Genomes","NA20790","Control","Female","EUR","TSI"
"1000 Genomes","NA20792","Control","Male","EUR","TSI"
"1000 Genomes","NA20795","Control","Female","EUR","TSI"
"1000 Genomes","NA20796","Control","Male","EUR","TSI"
"1000 Genomes","NA20797","Control","Female","EUR","TSI"
"1000 Genomes","NA20798","Control","Male","EUR","TSI"
"1000 Genomes","NA20799","Control","Female","EUR","TSI"
"1000 Genomes","NA20800","Control","Female","EUR","TSI"
"1000 Genomes","NA20801","Control","Male","EUR","TSI"
"1000 Genomes","NA20802","Control","Female","EUR","TSI"
"1000 Genomes","NA20803","Control","Male","EUR","TSI"
"1000 Genomes","NA20804","Control","Female","EUR","TSI"
"1000 Genomes","NA20805","Control","Male","EUR","TSI"
"1000 Genomes","NA20806","Control","Male","EUR","TSI"
"1000 Genomes","NA20807","Control","Female","EUR","TSI"
"1000 Genomes","NA20808","Control","Female","EUR","TSI"
"1000 Genomes","NA20809","Control","Male","EUR","TSI"
"1000 Genomes","NA20810","Control","Male","EUR","TSI"
"1000 Genomes","NA20811","Control","Male","EUR","TSI"
"1000 Genomes","NA20812","Control","Male","EUR","TSI"
"1000 Genomes","NA20813","Control","Female","EUR","TSI"
"1000 Genomes","NA20814","Control","Male","EUR","TSI"
"1000 Genomes","NA20815","Control","Male","EUR","TSI"
"1000 Genomes","NA20818","Control","Female","EUR","TSI"
"1000 Genomes","NA20819","Control","Female","EUR","TSI"
"1000 Genomes","NA20821","Control","Female","EUR","TSI"
"1000 Genomes","NA20822","Control","Female","EUR","TSI"
"1000 Genomes","NA20826","Control","Female","EUR","TSI"
"1000 Genomes","NA20827","Control","Male","EUR","TSI"
"1000 Genomes","NA20828","Control","Female","EUR","TSI"
"1000 Genomes","NA20832","Control","Female","EUR","TSI"
"1000 Genomes","NA18486","Control","Male","AFR","YRI"
"1000 Genomes","NA18488","Control","Female","AFR","YRI"
"1000 Genomes","NA18489","Control","Female","AFR","YRI"
"1000 Genomes","NA18498","Control","Male","AFR","YRI"
"1000 Genomes","NA18499","Control","Female","AFR","YRI"
"1000 Genomes","NA18501","Control","Male","AFR","YRI"
"1000 Genomes","NA18502","Control","Female","AFR","YRI"
"1000 Genomes","NA18504","Control","Male","AFR","YRI"
"1000 Genomes","NA18505","Control","Female","AFR","YRI"
"1000 Genomes","NA19107","Control","Male","AFR","YRI"
"1000 Genomes","NA19108","Control","Female","AFR","YRI"
"1000 Genomes","NA18867","Control","Female","AFR","YRI"
"1000 Genomes","NA18868","Control","Male","AFR","YRI"
"1000 Genomes","NA18507","Control","Male","AFR","YRI"
"1000 Genomes","NA18508","Control","Female","AFR","YRI"
"1000 Genomes","NA18511","Control","Female","AFR","YRI"
"1000 Genomes","NA18510","Control","Male","AFR","YRI"
"1000 Genomes","NA18858","Control","Female","AFR","YRI"
"1000 Genomes","NA18516","Control","Male","AFR","YRI"
"1000 Genomes","NA18517","Control","Female","AFR","YRI"
"1000 Genomes","NA18519","Control","Male","AFR","YRI"
"1000 Genomes","NA18520","Control","Female","AFR","YRI"
"1000 Genomes","NA18522","Control","Male","AFR","YRI"
"1000 Genomes","NA18523","Control","Female","AFR","YRI"
"1000 Genomes","NA18870","Control","Female","AFR","YRI"
"1000 Genomes","NA18871","Control","Male","AFR","YRI"
"1000 Genomes","NA18853","Control","Male","AFR","YRI"
"1000 Genomes","NA18873","Control","Female","AFR","YRI"
"1000 Genomes","NA18874","Control","Male","AFR","YRI"
"1000 Genomes","NA18876","Control","Female","AFR","YRI"
"1000 Genomes","NA18877","Control","Male","AFR","YRI"
"1000 Genomes","NA18878","Control","Female","AFR","YRI"
"1000 Genomes","NA18879","Control","Male","AFR","YRI"
"1000 Genomes","NA18881","Control","Female","AFR","YRI"
"1000 Genomes","NA18856","Control","Male","AFR","YRI"
"1000 Genomes","NA18861","Control","Female","AFR","YRI"
"1000 Genomes","NA18907","Control","Female","AFR","YRI"
"1000 Genomes","NA18908","Control","Male","AFR","YRI"
"1000 Genomes","NA18864","Control","Female","AFR","YRI"
"1000 Genomes","NA18865","Control","Male","AFR","YRI"
"1000 Genomes","NA18909","Control","Female","AFR","YRI"
"1000 Genomes","NA18910","Control","Male","AFR","YRI"
"1000 Genomes","NA18912","Control","Female","AFR","YRI"
"1000 Genomes","NA18915","Control","Male","AFR","YRI"
"1000 Genomes","NA18916","Control","Female","AFR","YRI"
"1000 Genomes","NA18917","Control","Male","AFR","YRI"
"1000 Genomes","NA18923","Control","Male","AFR","YRI"
"1000 Genomes","NA18924","Control","Female","AFR","YRI"
"1000 Genomes","NA19197","Control","Female","AFR","YRI"
"1000 Genomes","NA19198","Control","Male","AFR","YRI"
"1000 Genomes","NA18933","Control","Female","AFR","YRI"
"1000 Genomes","NA18934","Control","Male","AFR","YRI"
"1000 Genomes","NA19184","Control","Male","AFR","YRI"
"1000 Genomes","NA19185","Control","Female","AFR","YRI"
"1000 Genomes","NA19092","Control","Male","AFR","YRI"
"1000 Genomes","NA19093","Control","Female","AFR","YRI"
"1000 Genomes","NA19095","Control","Female","AFR","YRI"
"1000 Genomes","NA19096","Control","Male","AFR","YRI"
"1000 Genomes","NA19102","Control","Female","AFR","YRI"
"1000 Genomes","NA19137","Control","Female","AFR","YRI"
"1000 Genomes","NA19138","Control","Male","AFR","YRI"
"1000 Genomes","NA19175","Control","Male","AFR","YRI"
"1000 Genomes","NA19200","Control","Male","AFR","YRI"
"1000 Genomes","NA19201","Control","Female","AFR","YRI"
"1000 Genomes","NA19171","Control","Male","AFR","YRI"
"1000 Genomes","NA19172","Control","Female","AFR","YRI"
"1000 Genomes","NA19204","Control","Female","AFR","YRI"
"1000 Genomes","NA19209","Control","Female","AFR","YRI"
"1000 Genomes","NA19210","Control","Male","AFR","YRI"
"1000 Genomes","NA19206","Control","Female","AFR","YRI"
"1000 Genomes","NA19207","Control","Male","AFR","YRI"
"1000 Genomes","NA19159","Control","Female","AFR","YRI"
"1000 Genomes","NA19160","Control","Male","AFR","YRI"
"1000 Genomes","NA19225","Control","Female","AFR","YRI"
"1000 Genomes","NA19222","Control","Female","AFR","YRI"
"1000 Genomes","NA19223","Control","Male","AFR","YRI"
"1000 Genomes","NA19116","Control","Female","AFR","YRI"
"1000 Genomes","NA19119","Control","Male","AFR","YRI"
"1000 Genomes","NA19121","Control","Male","AFR","YRI"
"1000 Genomes","NA19141","Control","Male","AFR","YRI"
"1000 Genomes","NA19152","Control","Female","AFR","YRI"
"1000 Genomes","NA19153","Control","Male","AFR","YRI"
"1000 Genomes","NA19149","Control","Female","AFR","YRI"
"1000 Genomes","NA19143","Control","Female","AFR","YRI"
"1000 Genomes","NA19144","Control","Male","AFR","YRI"
"1000 Genomes","NA19146","Control","Male","AFR","YRI"
"1000 Genomes","NA19147","Control","Female","AFR","YRI"
"1000 Genomes","NA19129","Control","Female","AFR","YRI"
"1000 Genomes","NA19113","Control","Male","AFR","YRI"
"1000 Genomes","NA19114","Control","Female","AFR","YRI"
"1000 Genomes","NA19256","Control","Male","AFR","YRI"
"1000 Genomes","NA19257","Control","Female","AFR","YRI"
"1000 Genomes","NA19117","Control","Male","AFR","YRI"
"1000 Genomes","NA19118","Control","Female","AFR","YRI"
"1000 Genomes","NA19130","Control","Male","AFR","YRI"
"1000 Genomes","NA19131","Control","Female","AFR","YRI"
"1000 Genomes","NA19098","Control","Male","AFR","YRI"
"1000 Genomes","NA19099","Control","Female","AFR","YRI"
"1000 Genomes","NA19213","Control","Male","AFR","YRI"
"1000 Genomes","NA19214","Control","Female","AFR","YRI"
"1000 Genomes","NA19189","Control","Male","AFR","YRI"
"1000 Genomes","NA19190","Control","Female","AFR","YRI"
"1000 Genomes","NA19235","Control","Female","AFR","YRI"
"1000 Genomes","NA19236","Control","Male","AFR","YRI"
"1000 Genomes","NA19238","Control","Female","AFR","YRI"
"1000 Genomes","NA19239","Control","Male","AFR","YRI"
"1000 Genomes","NA19247","Control","Female","AFR","YRI"
"1000 Genomes","NA19248","Control","Male","AFR","YRI"
